,基础属性部分,,,,,,,,,,,,,,,
名称,NO.,心级,类型,华丽,简约,优雅,活泼,成熟,可爱,性感,清纯,清凉,保暖,标签,标签,获取途径
蝴蝶结头饰·红,001,3,头饰,A,,,A,,A,,S,S,,,,3-3少
蝴蝶结头饰·粉,002,3,头饰,A,,,A,,S,,S,S,,,,定001
蝴蝶结头饰·黄,003,3,头饰,A,,,S,,A,,A,A,,,,定001
花朵发箍·蓝,004,3,头饰,,S,,A,,A,,S,A,,,,店/迷幻
花朵发箍·粉,005,3,头饰,,A,,A,,A,,A,A,,,,定004
方巾·粉,006,2,头饰,,A,B,,,S,,A,A,,,,店/迷/6-3少
方巾·蓝,007,2,头饰,,A,,B,,S,,S,A,,,,店/迷
方巾·黄,008,1,头饰,,B,,B,,S,,A,A,,,,店/迷
樱桃蜜语·粉,009,4,头饰,,A,,S,,A,,S,S,,,,迷幻
樱桃蜜语·黄,010,4,头饰,,S,,S,,A,,S,S,,,,定009
樱桃蜜语·紫,011,4,头饰,,A,,S,,S,,S,S,,,,定009
皮质手套,012,2,手饰*双,,A,,S,A,,A,,,A,中性风,摇滚风,店/迷
时间观念,013,1,手饰*左,,S,A,,B,,,C,A,,中性风,英伦,店/迷
朋克手镯,014,1,手饰*右,,A,A,,A,,,C,S,,中性风,,店/迷
黑白腕带,015,1,手饰*双,,B,,A,,A,,B,,A,中性风,,成就
趣味帽,016,3,头饰,,A,,S,,S,A,,,A,中性风,防晒,成就
戒备时刻,017,2,特殊*脸部,,S,,B,A,,,B,S,,中性风,防晒,店/迷
星星项链,018,3,颈饰*项链,,S,B,,,S,,A,S,,中性风,,成就
白喵耳饰,019,4,头饰,S,,,S,,S,,A,S,,小动物,,迷
金喵耳饰,020,4,头饰,A,,,S,,S,,A,S,,小动物,,定019
花喵耳饰,021,4,头饰,A,,,S,,S,,S,S,,小动物,,定019
白喵手套,022,4,手饰*双,,SS,S,,,S,,S,,S,小动物,,迷
金喵手套,023,4,手饰*双,,S,A,,,S,,S,,S,小动物,,定022
花喵手套,024,4,手饰*双,,A,,A,,SS,,S,,S,小动物,,定022
白喵尾,025,4,特殊*尾部,S,,,S,,S,,B,S,,小动物,,迷
金喵尾,026,4,特殊*尾部,S,,,S,,SS,A,,S,,小动物,,定025
花喵尾,027,4,特殊*尾部,S,,,S,,S,A,,S,,小动物,,定025
摘星·红,028,5,头饰,S,,,A,,S,,S,A,,,,迷
摘星·青,029,5,头饰,S,,,A,,SS,,S,A,,,,定028
摘星·蓝,030,5,头饰,S,,,S,,SS,,S,S,,,,定028
泰迪王子·棕,031,5,头饰,S,,,S,,S,,S,S,,小动物,,迷
泰迪王子·白,032,5,头饰,SS,,,S,,S,,S,S,,小动物,,定031
泰迪王子·黑,033,5,头饰,S,,,S,,A,,S,S,,小动物,,定031
红女巫披肩,034,3,颈饰*围巾,B,,S,,S,,S,,,A,,,店/迷幻
薄纱披肩,035,1,颈饰*围巾,,B,A,,A,,B,,A,,,,4-8少/成就
蔷薇礼帽,036,5,头饰,SS,,S,,,SS,,SS,B,,洛丽塔,,过关
蔷薇链,037,3,腰饰,S,,,A,,S,,B,A,,,,过关
蔷薇颈圈,038,3,颈饰*项链,,A,,A,,S,,S,A,,洛丽塔,,过关
蔷薇恋,039,4,手持*左,,S,,S,,S,,S,S,,洛丽塔,,过关
齿轮礼帽,040,4,头饰,S,,S,,B,,,SS,A,,欧式古典,,兑换
复古单镜,041,4,特殊*脸部,S,,SS,,,B,,B,S,,英伦,,兑换
复古手杖,042,5,手持*左,,S,S,,A,,,S,S,,英伦,,兑换
蒸汽腰带,043,4,腰饰,SS,,A,,,B,,B,SS,,英伦,,兑换
金片扇,044,3,手持*右,S,,S,,S,,A,,A,,欧式古典,,幻
镶花礼帽,045,5,头饰,SS,,S,,,A,,A,,S,防晒,大小姐,幻
丝绸手套,046,3,手饰*双,,B,S,,S,,A,,,A,大小姐,,幻
华莺,047,3,颈饰*项链,S,,A,,,S,,B,S,,大小姐,,幻
贵妇礼帽,048,5,头饰,SS,,SS,,,A,B,,,SS,欧式古典,,幻
金玉烟斗,049,4,手持*左,S,,A,,S,,S,,S,,欧式古典,,幻
百合宝石,050,4,头饰,S,,SS,,,B,,B,S,,女神系,,设计图
翅影披风,051,2,颈饰*围巾,B,,S,,B,,,B,A,,女神系,,设计图
百合手环,052,5,手饰*左,SS,,SS,,,A,,B,S,,女神系,,设计图
百合腰饰,053,5,腰饰,SS,,SS,,,B,S,,S,,,,设计图
百合灵石,054,4,颈饰*项链,S,,SS,,A,,B,,SS,,,,设计图
花灵手套,055,4,手饰*双,S,,S,,A,,A,,,S,婚纱,,设计图
酸柠檬,056,4,头饰,S,,,S,,S,,S,A,,,,迷幻/签到
欧式礼帽·蓝,057,3,头饰,S,,S,,,A,,A,,A,,,店/迷幻
欧式礼帽·红,058,3,头饰,S,,S,,,A,,A,,B,,,定057
欧式礼帽·粉,059,3,头饰,A,,S,,,S,,S,,A,,,定057
针织披肩·黄,060,3,颈饰*围巾,,A,B,,,A,,S,,A,,,店/迷幻
针织披肩·红,061,3,颈饰*围巾,,A,,A,,S,,A,,A,,,定060
针织披肩·白,062,3,颈饰*围巾,,S,,B,,S,,S,,A,,,定060
针织披肩·蓝,063,3,颈饰*围巾,,A,,A,,S,,A,,A,,,定060
近视眼镜,064,2,特殊*脸部,,A,A,,,C,,S,S,,OL,,店/迷
白色腰带,065,1,腰饰,,A,A,,A,,B,,B,,,,店/迷
莺语,066,4,头饰,,S,S,,,S,,A,A,,中式古典,,迷幻/6-支3公/7-5公
莺语·华丽,067,5,头饰,S,,S,,,S,,S,S,,中式古典,,进066
午茶,068,3,头饰,,S,S,,,C,,B,,S,英伦,,店/迷幻
惬意,069,3,头饰,,S,S,,B,,,S,,S,英伦,,店/迷幻
深秋重逢,070,3,颈饰*围巾,,S,S,,S,,,A,,A,英伦,,迷幻
护士手套,071,4,手饰*双,,S,,S,,S,A,,,A,医务使者,,过关
护士帽,072,3,头饰,,S,,A,,A,A,,S,,医务使者,,4-7少
鱼恋,073,3,手持*左,,S,,A,,A,,A,S,,和风,,店/迷幻
和扇·西情,074,2,手持*右,,A,,A,,A,,S,S,,和风,,店/迷
牛仔耳环,075,3,耳饰,,S,B,,A,,A,,S,,,,迷幻/5-支2公
牛仔耳环·华丽,076,4,耳饰,,S,A,,S,,S,,S,,,,进075
牛仔帽,077,3,头饰,,A,,A,,S,A,,S,,中性风,,3-支1公/4-支3公
牛仔帽·华丽,078,4,头饰,S,,,S,,B,S,,S,,中性风,,进077
牛仔围巾,079,3,颈饰*围巾,,A,B,,,S,,S,,A,侠客联盟,,迷幻/5-9公
牛仔围巾·华丽,080,4,颈饰*围巾,,B,,S,,S,,S,,S,侠客联盟,,进079
小女仆·头饰,081,3,头饰,,A,A,,,S,A,,S,,女仆装,,迷幻/3-支2公
甜心女仆·头饰,082,4,头饰,,A,S,,,S,A,,A,,女仆装,,进081/迷幻
女仆头巾箍,083,5,头饰,S,,S,,,S,S,,S,,女仆装,,进082
小女仆·颈饰,084,3,颈饰*项链,,S,S,,,B,S,,A,,女仆装,,迷幻/4-10公/6-3公
甜心女仆·颈饰,085,4,颈饰*项链,,A,,S,,S,A,,A,,女仆装,,进084/迷幻
女仆颈圈,086,5,颈饰*项链,S,,,S,,S,S,,S,,女仆装,,进085
小女仆·袖口,087,3,手饰*双,,A,S,,,S,A,,S,,女仆装,,迷幻/4-7公/6-9公
甜心女仆·袖口,088,4,手饰*双,,A,A,,,SS,S,,S,,女仆装,,进087/迷幻
女仆袖口,089,5,手饰*双,,S,SS,,,S,S,,S,,女仆装,,进088
真皮钱包,090,4,手持*右,,A,S,,S,,S,,A,,,,成就
珍珠链,091,2,颈饰*项链,,B,S,,,B,,B,S,,,,迷
街风黑帽,092,2,头饰,,A,S,,A,,A,,,A,中性风,,迷
迷之链牌,093,1,颈饰*项链,,A,S,,,B,,C,S,,,,成就
花满,094,3,头饰,,S,B,,,A,S,,S,,,,迷幻/4-支1公/6-11公
花满·华丽,095,4,头饰,S,,SS,,A,,B,,SS,,,,进094/迷幻
花满·珍稀,096,5,头饰,SS,,A,,A,,S,,,SS,,,进095
花开,097,3,耳饰,,S,S,,A,,A,,A,,,,迷幻/4-12公/7-支4公
花开·华丽,098,4,耳饰,,S,A,,S,,S,,A,,,,进097/迷幻
花开·珍稀,099,5,耳饰,S,,SS,,S,,S,,S,,,,进098
海上珠,100,3,颈饰*项链,,A,S,,A,,A,,S,,,,迷幻/6-1公/7-支1公
海上珠·华丽,101,4,颈饰*项链,S,,S,,S,,A,,S,,,,进100/迷幻
海上珠·珍稀,102,5,颈饰*项链,S,,A,,S,,S,,S,,,,进101
海上珠链,103,3,手饰*右,,A,S,,A,,,S,A,,,,迷幻/5-支3公/7-支3公
海上珠链·华丽,104,4,手饰*右,,C,S,,S,,,SS,S,,,,进103/迷幻
海上珠链·珍稀,105,5,手饰*右,S,,S,,S,,,SS,S,,,,进104
夏日香气,109,2,头饰,,A,,B,,A,,S,A,,,,店/迷
熊猫睡衣·睡帽,110,3,头饰,,S,,A,,A,,S,,A,睡衣,,设计图
爱心睡衣·睡帽,111,3,头饰,,A,,A,,A,,S,,A,睡衣,,定110
流苏耳环,112,2,耳饰,S,,B,,S,,A,,A,,,,店
锁链,113,2,颈饰*项链,A,,,A,A,,A,,A,,摇滚风,,迷
娆羽,114,5,头饰,B,,B,,B,,,C,A,,,,vip
娆坠,115,5,颈饰*项链,B,,B,,B,,B,,B,,晚礼服,,vip
舞会手套,116,5,手饰*双,A,,A,,A,,A,,,S,晚礼服,,vip
梦纱,117,4,特殊*颈部,S,,S,,S,,,S,S,,婚纱,,设计图
纯爱花饰,118,3,头饰,S,,,A,S,,,B,S,,婚纱,,店
纯爱耳环,119,2,耳饰,,S,A,,B,,B,,S,,婚纱,,店
钻链,120,3,颈饰*项链,A,,S,,B,,S,,A,,婚纱,,店
花好,121,3,手持*左,A,,S,,,A,,A,A,,婚纱,,2-3少
麋鹿小帽,122,3,头饰,,A,,S,,S,,S,,A,小动物,,迷幻/5-12公
麋鹿小帽·华丽,123,4,头饰,,A,,A,,S,,S,,A,小动物,,进122
拼色围巾,124,4,颈饰*围巾,,S,,S,,S,,S,,S,森女系列,,店
星茫,125,6,头饰,SS,,SS,,S,,,B,S,,童话系,,成就
星海链,126,6,颈饰*项链,S,,SS,,S,,S,,SS,,童话系,,设计图
星海手套,127,6,手饰*双,S,,SS,,S,,S,,,S,晚礼服,童话系,设计图
黑色花雕,128,3,头饰,A,,A,,A,,A,,S,,哥特风,,设计图
魔花颈圈,129,3,颈饰*项链,A,,S,,,S,A,,A,,哥特风,,设计图
魔花手饰,130,3,手饰*左,A,,S,,A,,A,,A,,哥特风,,设计图
兰佩·珍稀,131,5,头饰,S,,SS,,,S,,A,S,,中式古典,,进152
紫兰佩·珍稀,132,5,头饰,SS,,SS,,,S,,B,S,,中式古典,,定131
霞母,133,3,头饰,,A,,A,,S,,S,S,,童话系,,迷幻/2-4公
蔚海,134,2,耳饰,,A,,A,,A,,A,A,,童话系,,迷/5-支1公
浪带,135,3,手饰*双,,A,,A,,A,,A,S,,童话系,,迷幻/2-支2公/4-支2公
霞母·华丽,136,5,头饰,S,,,S,,A,,S,S,,童话系,,进133
蔚海·华丽,137,5,耳饰,S,,,A,,A,,S,S,,童话系,,进134
浪带·华丽,138,5,手饰*双,S,,,S,,S,,S,S,,童话系,,进135
血枫缎,139,3,特殊*颈部,A,,,A,,A,,S,S,,侠客联盟,,迷幻/6-4公
红枫缎·华丽,140,4,特殊*颈部,A,,,S,,S,,S,,A,侠客联盟,,进139/迷幻
狐面,141,4,头饰,S,,S,,,S,A,,A,,和风,,店
撒菱,142,5,手持*左,,S,,S,,S,,SS,S,,侠客联盟,,幻
苦无,143,5,手持*右,,S,,S,,S,,S,S,,侠客联盟,,幻
红枫缎·珍稀,144,5,特殊*颈部,S,,,S,,SS,,S,S,,侠客联盟,,进140/迷幻
沙华,145,3,颈饰*项链,,A,S,,A,,A,,A,,,,迷幻/6-10公
沙华·华丽,146,4,颈饰*项链,B,,,S,,S,,S,S,,,,进145/迷幻
沙华·珍稀,147,5,颈饰*项链,S,,,S,,S,,S,S,,,,进146
曼殊沙华,148,5,特殊*纹身,S,,,SS,S,,S,,S,,,,兑换
兰佩,151,3,头饰,,A,S,,,A,,S,A,,中式古典,,迷幻/6-支2公
兰佩·华丽,152,4,头饰,,A,S,,S,,A,,S,,中式古典,,进151
雀珑,153,5,头饰,S,,B,,SS,,S,,S,,中式古典,,迷幻
雀屏,154,5,特殊*脸部,S,,S,,S,,S,,S,,中式古典,,迷幻
雀灵,155,5,耳饰,SS,,S,,,A,S,,SS,,,,迷幻
雀环,156,5,手饰*双,SS,,A,,B,,S,,SS,,中式古典,女神系,迷幻
雀带,157,5,颈饰*围巾,S,,SS,,B,,S,,SS,,中式古典,,迷幻
玫瑰花,158,4,特殊*脸部,S,,S,,S,,A,,A,,,,设计图
添香,159,5,耳饰,SS,,SS,,S,,B,,S,,,,兑换
拈花,160,2,头饰,,A,,A,,A,,A,S,,,,店/迷
绣包,161,3,手持*左,,A,,A,,A,,S,A,,大小姐,,迷幻
绿茗伞,162,4,手持*左,,S,B,,,S,,S,S,,雨季装备,防晒,设计图
红斗篷,163,3,头饰,,A,,S,,A,,A,,S,洛丽塔,童话系,5-8公/迷幻
小红帽的手圈,164,4,手饰*双,,B,,S,,S,,S,S,,童话系,洛丽塔,迷幻
红斗篷·珍稀,165,5,头饰,S,,,S,,SS,,S,,S,童话系,洛丽塔,进249
童话猎枪,166,5,手持*左,,B,,S,,S,,SS,S,,童话系,,迷幻
小红帽的篮子,167,5,手持*右,,S,,S,,S,,S,S,,童话系,,迷幻
学妹眼镜,170,2,特殊*脸部,,A,S,,,A,,B,A,,学院系,,迷
精装笔记,171,3,手持*左,,A,S,,,S,,A,S,,学院系,,店/迷幻
舞娘头纱,172,4,特殊*颈部,S,,S,,,A,S,,A,,舞者,印度服饰,设计图
舞娘耳环,173,3,耳饰,S,,,B,A,,A,,A,,舞者,印度服饰,迷
舞娘颈饰,174,4,颈饰*项链,S,,A,,A,,S,,S,,舞者,印度服饰,迷
舞娘手饰,175,4,手饰*双,S,,B,,,A,S,,SS,,舞者,印度服饰,迷
银河,176,4,颈饰*围巾,S,,S,,A,,S,,A,,,,迷幻/成就
自然馈赠,177,4,颈饰*围巾,,S,,S,,A,,S,,S,冬装,,店/迷幻
姹紫·手套,178,5,手饰*双,,S,,S,,S,,SS,,S,冬装,,迷幻
企鹅帽,179,2,头饰,,A,,A,,A,,A,,A,冬装,,店/迷
桃心小包,180,3,手持*左,,S,,S,,S,,S,B,,冬装,,店/迷幻
棕色耳罩,182,2,头饰,,A,,A,,A,,A,,A,冬装,,迷
姹紫·帽子,183,4,头饰,,A,,S,,A,,S,,S,冬装,,迷幻
靛青绒帽,184,2,头饰,,A,,A,,S,,A,,S,冬装,,迷
雪花可可,185,4,颈饰*围巾,,S,,S,,S,,S,,S,冬装,,迷幻
思念徽章·粉,187,3,头饰,,A,S,,,A,,A,,A,英伦,防晒,店/迷幻
思念徽章·灰,189,3,头饰,,A,A,,,S,,A,,A,英伦,防晒,定187
草莓宝贝,195,4,头饰,A,,,A,,S,,S,A,,,,迷幻
贵妇兔·蓝,196,4,头饰,S,,,S,,S,,A,S,,小动物,,迷幻
贵妇兔·白,197,4,头饰,S,,,S,,S,,A,S,,小动物,,定196
贵妇兔·黑,198,4,头饰,S,,,S,,S,,A,S,,小动物,,定196
糕点帽,200,3,头饰,,A,,S,,A,,A,A,,,,成就
水手帽,201,3,头饰,,A,,S,,A,,A,A,,,,迷幻
兔女郎头饰,202,4,头饰,S,,,S,,S,A,,S,,兔女郎,,设计图
腊月手套,203,3,手饰*双,,A,,A,,S,,S,,A,冬装,,设计图
外卖小妹,204,2,头饰,,A,,B,,S,,A,A,,防晒,,店
小围裙,205,3,腰饰,,A,,S,,S,,A,C,,女仆装,围裙,设计图
听诊器,206,3,颈饰*项链,,S,S,,S,,A,,A,,医务使者,,4-8公
兔子先生,207,4,头饰,,S,,A,,S,,S,A,,童话系,兔女郎,兑换
三月兔,208,4,手持*左,,S,,A,,S,,S,A,,童话系,,兑换
海魂围巾,209,4,特殊*颈部,,S,,S,,S,,A,,A,,,迷
小海豹,210,2,头饰,,A,,A,,A,,A,A,,小动物,,迷
虔诚花朵,211,2,头饰,A,,B,,,A,,A,S,,,,迷
虔诚颈饰,212,4,颈饰*项链,,S,S,,,S,,S,S,,,,迷幻
甜美小鹿,213,4,头饰,S,,,S,,S,,S,,A,森女系列,小动物,成就
花结,214,3,手饰*左,,S,,A,,A,,A,A,,,,成就
学生包,215,3,手持*左,,A,,S,,S,,A,A,,学院系,,成就
鲜奶蛋糕,216,4,头饰,S,,,S,,S,,S,S,,,,成就
蛋糕点缀,217,3,手饰*双,A,,,S,,A,,S,A,,,,成就
蛋糕情结,218,3,颈饰*项链,,S,,A,,S,,A,A,,,,成就
发明家眼镜,219,3,头饰,A,,,A,,A,,S,A,,中性风,,评选赛兑换
年代杖,220,3,手持*左,,S,S,,,B,,A,S,,英伦,,评选赛兑换
糖果心·项链,221,2,颈饰*项链,,A,,A,,A,,A,A,,,,迷/3-9少
金叶发带,222,4,头饰,SS,,S,,,A,,A,S,,,,迷幻
糖果心·头饰,223,2,头饰,,A,,B,,A,,A,A,,洛丽塔,,店/迷
雏菊帽,224,5,头饰,,B,,B,,B,,B,B,,,,系统送
糖果心·包,225,3,手持*左,,S,,A,,A,,A,A,,大小姐,,成就
花蕊项链,226,5,颈饰*项链,C,,,B,,B,,B,B,,,,系统送
泡芙头饰,227,3,头饰,S,,,A,,A,,A,S,,洛丽塔,,评选赛兑换
泡芙手饰,228,2,手饰*双,B,,,A,,A,,A,A,,洛丽塔,,评选赛兑换
泡芙小包,229,2,特殊*挎包,,A,,A,,A,,S,A,,洛丽塔,,评选赛兑换
泡芙颈饰,230,3,颈饰*项链,B,,S,,,S,,A,A,,洛丽塔,,评选赛兑换
占卜帽,231,5,头饰,A,,B,,,S,,S,A,,童话系,,迷幻
星月夜,232,5,颈饰*项链,SS,,A,,,A,S,,S,,洛丽塔,,迷幻
珍珠项链,233,3,颈饰*项链,A,,A,,S,,A,,A,,,,迷幻
暖之舞颈饰,234,3,颈饰*项链,,S,A,,A,,A,,S,,,,迷幻
暖之舞手饰,235,2,手饰*右,,A,S,,A,,A,,A,,,,迷
红色手表,236,2,手饰*左,,A,B,,,S,,A,A,,,,店/迷/6-7少
骨牙项链,237,2,颈饰*项链,B,,,B,A,,S,,A,,摇滚风,,3-2少
铆钉手套,238,3,手饰*双,,B,,S,A,,S,,,S,摇滚风,,店/迷幻
赤砂,239,5,头饰,A,,S,,S,,,C,A,,,,签到
草莓蛋糕,240,5,头饰,A,,,A,,A,,A,A,,,,vip
桂花酿,241,4,头饰,,B,S,,,A,S,,S,,,,迷幻
蓝色遮阳帽,243,3,头饰,,S,S,,,S,A,,S,,防晒,,设计图
星愿项链,244,3,颈饰*项链,,A,,A,,A,,A,A,,,,店/迷幻
海滩手环,245,3,手饰*左,S,,A,,,B,S,,S,,,,迷幻/签到
红心项链,246,3,颈饰*项链,A,,,A,,S,,S,A,,,,店/迷幻
蝶趣,248,5,手饰*双,S,,,B,SS,,S,,SS,,童话系,小动物,成就
红斗篷·华丽,249,4,头饰,,S,,S,,S,,A,,A,童话系,洛丽塔,进163/迷幻
爬爬,250,4,颈饰*项链,,S,,A,,S,,S,S,,,,迷幻
恶魔手环,251,4,手饰*左,S,,,A,,S,A,,S,,,,迷幻
蔷薇园,252,4,手持*左,S,,,B,,A,,S,S,,洛丽塔,,幻
双蕊,253,4,头饰,,S,,S,,S,,S,S,,洛丽塔,,幻
茶香礼帽,254,3,头饰,S,,,S,,S,,A,A,,洛丽塔,,幻
茶聚,255,3,耳饰,A,,,B,,S,,A,S,,洛丽塔,,幻
茶语,256,3,特殊*挎包,,A,,B,,S,,A,S,,洛丽塔,,幻
下午茶手套,257,4,手饰*双,S,,,A,,S,,S,,A,洛丽塔,,幻
暗夜花雕,258,4,头饰,S,,A,,,S,,S,A,,哥特风,洛丽塔,幻
墨瞳,259,3,特殊*脸部,S,,A,,S,,,A,SS,,哥特风,洛丽塔,幻
暗夜项链,260,3,颈饰*项链,A,,S,,B,,S,,S,,哥特风,洛丽塔,幻
暗夜伞,261,3,手持*左,A,,A,,,S,,A,A,,哥特风,防晒,幻
花嫁头纱,262,5,特殊*颈部,SS,,,B,,S,,SS,S,,婚纱,,活动
花嫁颈饰,263,3,颈饰*项链,A,,,A,,A,,S,A,,婚纱,洛丽塔,活动
童话捧花,264,4,手持*右,S,,A,,,S,,S,S,,婚纱,,活动
花嫁手套,265,4,手饰*双,SS,,,B,,A,,S,,S,婚纱,洛丽塔,活动
一丝不苟,266,3,特殊*脸部,S,,A,,S,,,C,S,,欧式古典,,迷
莉莉斯图典,267,4,手持*左,S,,A,,S,,,S,S,,OL,,幻
洛可蝴蝶结,268,3,头饰,A,,,A,,S,,S,A,,洛丽塔,,兑换
洛可小包,269,3,特殊*挎包,,A,,A,,A,,S,S,,洛丽塔,,兑换
洛可手环,270,3,手饰*双,B,,,S,,A,,A,S,,洛丽塔,,兑换
荒原头饰,271,4,头饰,S,,,B,A,,,S,S,,波西米亚,,设计图
荒原颈饰,272,3,颈饰*项链,S,,,B,A,,,B,SS,,波西米亚,,5-7少
荒原拎包,273,3,手持*左,,S,,B,,A,,S,S,,波西米亚,,设计图
特工颈饰,274,3,颈饰*项链,,A,A,,A,,A,,S,,摇滚风,,店
特工手套,275,3,手饰*双,S,,,S,,B,A,,S,,摇滚风,,店
霞赤折扇,276,4,手持*左,S,,A,,,B,,A,SS,,中式现代,,设计图
烟雨折扇,277,4,手持*左,S,,S,,,B,,S,S,,中式现代,,定276
霞色锦囊,278,3,特殊*挎包,,S,,A,,S,,A,A,,洛丽塔,,设计图
暖暖之舞颈饰,279,4,颈饰*项链,,S,A,,A,,S,,,A,欧式古典,,迷幻
暖暖之舞手饰,280,3,手饰*右,,B,A,,A,,A,,A,,,,迷幻
镶金,281,4,手饰*左,A,,S,,S,,S,,S,,,,迷幻
归真,282,3,颈饰*项链,,A,S,,S,,,A,S,,,,店/迷幻
金叶缎带,283,4,手饰*双,S,,S,,S,,S,,S,,,,迷
金叶耳环,284,3,耳饰,S,,S,,S,,,C,S,,,,迷幻
星河耳环,285,5,耳饰,A,,,A,,A,,A,A,,,,系统送
星河颈饰,286,5,颈饰*项链,B,,,A,,A,,A,,A,,,系统送
星辰伞,287,5,手持*左,A,,A,,,A,,A,A,,防晒,,系统送
画家帽,288,5,头饰,,A,A,,A,,,A,,A,,,vip
优雅天使,292,5,特殊*挎包,,A,S,,,A,,A,A,,,,vip
白雪手套,296,5,手饰*双,,A,A,,A,,A,,,A,,,vip
丝绸手套·棕,297,5,手饰*双,,B,SS,,S,,S,,,S,,,定296
丝绸手套·黑,299,5,手饰*双,,B,S,,S,,S,,,S,,,定296
岚蝶·棕,300,3,手持*左,,A,S,,A,,,S,A,,,,店/迷幻
岚蝶·红,301,3,手持*左,,S,S,,,B,,B,,S,,,定300
岚蝶·藏青,302,3,手持*左,,SS,SS,,,B,,A,,B,,,定300
芳华手链,304,2,手饰*左,A,,,A,,A,,A,A,,,,迷
芳华项链,305,2,颈饰*项链,A,,,A,,A,,A,A,,,,迷
白雪绒帽,306,5,头饰,,A,B,,,A,,A,,S,,,迷
奇迹之链,310,5,颈饰*项链,A,,,A,,A,,A,A,,,,迷幻
纱舞,311,4,头饰,,SS,,A,,S,,A,A,,,,系统送
赤檀珠,313,5,手饰*左,,A,,A,,A,,A,A,,,,签到
凤天,314,5,耳饰,A,,A,,A,,A,,A,,,,vip
高级女帽,315,3,头饰,,A,SS,,,A,,A,,A,,,店
紫结领,316,4,颈饰*项链,S,,S,,,A,,S,,S,,,店
金属手圈,317,3,手饰*左,B,,S,,B,,B,,S,,,,店
迷三角,318,4,耳饰,,S,A,,S,,S,,S,,,,6-支1少
苍翠叶,319,4,头饰,,S,S,,,B,,B,S,,,,店
水珍珠,320,3,颈饰*项链,S,,S,,C,,,S,S,,,,店
珍珠发卡,321,2,头饰,,A,B,,,S,,S,A,,,,5-2少
